Model Number,Name,Model,Color,Manufacturing Company,Additional Features,Mileage,Engine CC,Price,Reviews
49YB51F6,E-Class,2012,Silver,Audi,Backup Camera; Blind Spot Monitoring; Sunroof; Bluetooth; Navigation System; Leather Seats; Adaptive Cruise Control,14.3,2262.6,58266.36,3.1
VMPH0013,Maxima,2020,Red,Suzuki,Sunroof; Bluetooth,16.1,1494.5,49733.77,4.1
11240ZKF,Leaf,2020,Black,Rolls-Royce,Backup Camera; Navigation System; Adaptive Cruise Control; Leather Seats; Blind Spot Monitoring; Premium Sound System; Bluetooth; Sunroof,27.1,3998.1,62163.19,4.5
JKLFWUWT,Murano,2011,Blue,Chevrolet,Blind Spot Monitoring,27.0,3365.5,66413.47,3.7
6QRWWSBQ,GLC,2011,Orange,Audi,Blind Spot Monitoring; Lane Departure Warning; Adaptive Cruise Control; Bluetooth; Premium Sound System; Leather Seats; Backup Camera,15.0,1611.4,66085.86,4.7
MVU098V2,Odyssey,2020,Orange,Mitsubishi,Backup Camera; Leather Seats; Bluetooth,21.1,2972.0,67217.66,3.5
CNTDGAIR,F-250,2022,Green,BMW,Adaptive Cruise Control; Leather Seats; Sunroof; Blind Spot Monitoring; Bluetooth; Premium Sound System; Navigation System; Lane Departure Warning,23.8,3023.2,61436.12,3.1
KUFAJZUO,Edge,2018,Gray,Mitsubishi,Navigation System; Bluetooth; Backup Camera; Adaptive Cruise Control; Premium Sound System; Leather Seats,23.7,1837.7,21678.39,4.5
WJW3OUA9,Prius,2021,Black,Suzuki,Lane Departure Warning; Adaptive Cruise Control; Backup Camera; Bluetooth; Premium Sound System; Sunroof; Blind Spot Monitoring; Leather Seats; Navigation System,11.1,2401.6,43877.35,3.6
GNRF7JD8,Impreza,2011,Orange,Suzuki,Backup Camera; Navigation System; Adaptive Cruise Control; Lane Departure Warning; Bluetooth; Premium Sound System; Blind Spot Monitoring; Leather Seats,12.4,1100.1,56396.68,4.2
QMJO6WRG,Corolla,2022,Gray,Audi,Leather Seats; Blind Spot Monitoring; Bluetooth; Premium Sound System; Backup Camera; Lane Departure Warning; Navigation System; Sunroof; Adaptive Cruise Control,12.4,2549.8,46797.62,4.2
IWFJWBBY,Corolla,2012,Yellow,Mitsubishi,Lane Departure Warning,14.5,4687.5,62446.77,4.3
GEFW0ED0,RAV4,2015,White,Chevrolet,Leather Seats; Navigation System; Adaptive Cruise Control; Bluetooth; Sunroof; Lane Departure Warning; Backup Camera,15.1,1238.0,23550.22,3.2
8XKQ0V6S,Challenger,2012,Yellow,BMW,Lane Departure Warning; Blind Spot Monitoring; Backup Camera; Leather Seats; Sunroof; Bluetooth; Adaptive Cruise Control; Premium Sound System; Navigation System,18.1,3994.2,61995.16,3.3
WOBXX1WK,Focus,2018,Gray,BMW,Backup Camera; Navigation System,13.8,4140.7,25822.06,4.2
A23P9MX6,Durango,2019,Orange,Mitsubishi,Navigation System,26.9,4889.0,71927.2,4.2
9HJUCMX3,Model S,2010,Green,Suzuki,Sunroof; Blind Spot Monitoring; Adaptive Cruise Control; Premium Sound System; Backup Camera,15.1,2804.7,70620.47,4.1
D4R2X9QQ,Tacoma,2017,Red,Suzuki,Leather Seats; Lane Departure Warning; Navigation System; Premium Sound System; Adaptive Cruise Control; Blind Spot Monitoring,17.8,3159.6,62863.19,3.0
JP41WBOI,Tundra,2016,Red,Chevrolet,Sunroof; Navigation System,16.7,4371.5,53365.63,4.1
SKAQ1ES4,Edge,2019,Red,BMW,Navigation System,21.7,4770.1,60556.33,4.5
LO2ST01I,Crosstrek,2020,Gray,BMW,Premium Sound System; Navigation System; Bluetooth; Lane Departure Warning; Backup Camera; Adaptive Cruise Control,24.4,3881.5,79736.29,3.7
TKXTMBHJ,Expedition,2011,Green,Chevrolet,Navigation System; Leather Seats,28.9,4053.0,23502.33,3.7
5TMIQVHR,Silverado,2020,White,Rolls-Royce,Backup Camera; Navigation System; Leather Seats; Premium Sound System; Adaptive Cruise Control,17.1,3494.8,69323.83,3.8
JWMIN739,RAV4,2017,Gray,Rolls-Royce,Blind Spot Monitoring; Backup Camera; Lane Departure Warning,14.5,4809.8,45823.24,4.3
E6RYN2Z3,Maxima,2014,Silver,Rolls-Royce,Leather Seats; Blind Spot Monitoring; Adaptive Cruise Control; Sunroof; Navigation System; Premium Sound System; Lane Departure Warning,28.5,3096.3,52347.86,4.7
S42DJQOS,Q7,2010,Red,Rolls-Royce,Bluetooth; Lane Departure Warning,21.1,4762.0,68035.85,3.9
16R9X21D,Sienna,2010,Yellow,Chevrolet,Backup Camera; Sunroof; Leather Seats; Bluetooth; Navigation System; Blind Spot Monitoring; Adaptive Cruise Control; Premium Sound System; Lane Departure Warning,28.5,2725.3,26535.92,4.0
I6CC5QKX,F-150,2011,Blue,BMW,Navigation System; Leather Seats; Blind Spot Monitoring; Premium Sound System; Adaptive Cruise Control,24.7,3560.9,39647.34,3.1
CQG2DZHC,Pilot,2015,Yellow,Chevrolet,Premium Sound System; Leather Seats; Navigation System; Sunroof; Adaptive Cruise Control,13.4,2574.2,58688.39,5.0
1Q87F5HM,Pilot,2011,Yellow,Rolls-Royce,Bluetooth; Backup Camera; Blind Spot Monitoring; Sunroof; Adaptive Cruise Control; Navigation System; Leather Seats; Lane Departure Warning; Premium Sound System,26.0,1345.8,64324.89,4.9
DZ4QXY8J,WRX,2010,Red,Rolls-Royce,Bluetooth; Blind Spot Monitoring; Backup Camera; Adaptive Cruise Control,29.6,1753.4,27984.54,3.1
906K2DN6,X3,2015,Green,Chevrolet,Lane Departure Warning; Bluetooth; Navigation System; Adaptive Cruise Control,24.9,3957.6,26436.57,3.1
7G8K9PDO,Beetle,2022,Black,Chevrolet,Adaptive Cruise Control; Blind Spot Monitoring; Leather Seats,27.7,3873.5,76710.28,4.7
Q0LEM9OR,Golf,2019,Red,Suzuki,Adaptive Cruise Control; Sunroof; Blind Spot Monitoring; Premium Sound System; Backup Camera; Navigation System,11.5,2473.6,51565.63,3.4
IA181BCB,Rav4,2021,Gray,Mitsubishi,Blind Spot Monitoring; Leather Seats; Navigation System; Sunroof; Adaptive Cruise Control,19.8,1956.9,59164.16,3.6
A0OXA2RC,Prius,2013,Black,Audi,Lane Departure Warning; Navigation System; Leather Seats; Sunroof; Blind Spot Monitoring; Premium Sound System,10.5,3025.7,68373.99,4.7
92FGTNGA,Highlander,2010,Silver,Audi,Blind Spot Monitoring,19.9,4869.7,74655.34,3.5
BC3XAIJF,Leaf,2019,Silver,Chevrolet,Lane Departure Warning,15.1,2050.3,31796.2,4.1
CAOMOEPY,CX-5,2020,White,Chevrolet,Blind Spot Monitoring; Backup Camera; Adaptive Cruise Control; Sunroof; Bluetooth,17.4,4931.9,24204.25,4.2
50XDSN48,Odyssey,2022,Gray,BMW,Premium Sound System; Backup Camera; Lane Departure Warning; Adaptive Cruise Control; Navigation System; Blind Spot Monitoring; Bluetooth; Sunroof; Leather Seats,15.7,4952.8,22292.96,4.6
5CT2LSX3,GLE,2010,Orange,BMW,Premium Sound System,24.3,2410.9,23348.61,3.4
RZ6O0O08,X5,2020,Orange,Mitsubishi,Navigation System; Leather Seats,20.2,1930.1,63714.05,4.9
78P9ZGRW,Jetta,2022,Red,Audi,Adaptive Cruise Control,17.2,2885.3,30183.24,3.4
FTJHAR0Z,Civic,2013,Green,Audi,Adaptive Cruise Control; Lane Departure Warning,10.8,3228.3,79984.4,3.8
C4XOKVCW,Forester,2010,Orange,Chevrolet,Blind Spot Monitoring; Bluetooth; Navigation System; Sunroof; Lane Departure Warning,26.3,2148.5,36692.32,5.0
IK2WZYPH,Pacifica,2020,White,Suzuki,Bluetooth; Adaptive Cruise Control; Leather Seats; Lane Departure Warning; Blind Spot Monitoring; Navigation System; Sunroof; Premium Sound System; Backup Camera,29.1,4843.4,79276.61,3.5
LMFFHXL8,3 Series,2010,Yellow,Audi,Blind Spot Monitoring; Premium Sound System; Bluetooth; Lane Departure Warning; Navigation System; Backup Camera,10.2,4755.9,22322.44,3.2
JC8JX2Q0,Impreza,2011,Orange,Mitsubishi,Blind Spot Monitoring; Bluetooth; Lane Departure Warning; Premium Sound System; Backup Camera,13.8,3707.5,60744.44,3.7
73N6P872,Civic,2016,Yellow,BMW,Leather Seats; Navigation System; Lane Departure Warning,13.2,1944.7,27978.5,4.5
XGU7WL8W,Forester,2013,Black,BMW,Blind Spot Monitoring; Leather Seats; Backup Camera; Premium Sound System,24.1,4058.8,30102.74,4.4
4YEQT6NN,Touareg,2018,Green,Rolls-Royce,Blind Spot Monitoring; Navigation System; Lane Departure Warning; Sunroof; Adaptive Cruise Control; Leather Seats; Bluetooth,25.3,1403.6,42090.55,3.7
SS83JJ69,Sportage,2010,Green,Rolls-Royce,Leather Seats; Sunroof; Bluetooth; Lane Departure Warning; Premium Sound System,29.1,4332.8,47603.53,3.7
5O4I3DJW,Highlander,2019,White,Audi,Adaptive Cruise Control; Leather Seats,27.6,2591.2,22422.54,4.7
NWQ6F7D6,Wrangler,2015,Orange,Rolls-Royce,Leather Seats; Backup Camera; Adaptive Cruise Control; Navigation System; Bluetooth; Blind Spot Monitoring; Lane Departure Warning,29.7,3653.7,77984.11,4.2
HAHDLE5P,Fortuner,2011,Blue,Mitsubishi,Bluetooth,22.4,4076.7,74907.89,4.9
1S4WGG5T,WRX,2021,Gray,Mitsubishi,Backup Camera; Leather Seats; Navigation System; Lane Departure Warning; Adaptive Cruise Control,20.8,3742.9,26990.78,4.2
6JAC2N9F,Forester,2016,Black,Chevrolet,Adaptive Cruise Control; Navigation System; Lane Departure Warning; Premium Sound System; Backup Camera; Leather Seats,19.1,4178.3,43137.32,4.4
1QO95QMT,Yaris,2016,Green,Rolls-Royce,Leather Seats; Blind Spot Monitoring; Backup Camera; Navigation System; Adaptive Cruise Control; Sunroof; Premium Sound System; Bluetooth,20.5,1720.1,73447.35,4.7
954FY359,F-250,2020,White,Chevrolet,Blind Spot Monitoring,24.7,2880.5,35855.6,3.1
EMYWXEDK,Odyssey,2019,Gray,Mitsubishi,Lane Departure Warning; Sunroof; Premium Sound System; Blind Spot Monitoring; Navigation System; Bluetooth; Backup Camera,18.1,2199.0,67641.76,4.3
QWCN0LYY,Pacifica,2016,Yellow,BMW,Navigation System; Bluetooth; Blind Spot Monitoring; Leather Seats; Adaptive Cruise Control; Lane Departure Warning; Sunroof,16.6,2802.4,51737.22,4.8
K30FY6TP,Rogue,2011,Orange,Rolls-Royce,Blind Spot Monitoring; Leather Seats; Backup Camera; Adaptive Cruise Control; Lane Departure Warning; Sunroof,16.2,3127.2,29598.09,4.3
F78UD1WC,Land Cruiser,2017,White,Suzuki,Sunroof,25.3,1387.2,34556.21,4.2
FKHA13GZ,Tundra,2012,Red,Suzuki,Leather Seats; Sunroof; Blind Spot Monitoring; Lane Departure Warning,22.2,4735.3,47036.45,3.8
9X7P5U9R,X3,2011,Blue,Mitsubishi,Bluetooth; Backup Camera; Navigation System; Leather Seats; Adaptive Cruise Control,21.0,1056.8,36535.52,3.4
QQJ8Z4OM,WRX,2017,Red,BMW,Premium Sound System; Blind Spot Monitoring; Navigation System; Leather Seats,24.5,1591.6,30457.74,3.7
EAEGHQBP,Yaris,2010,Black,Suzuki,Leather Seats; Blind Spot Monitoring; Adaptive Cruise Control; Premium Sound System; Backup Camera; Bluetooth; Sunroof; Lane Departure Warning; Navigation System,29.9,2312.7,27760.92,4.2
FZY0ZLXT,A6,2020,Yellow,Audi,Bluetooth; Premium Sound System; Sunroof; Lane Departure Warning; Blind Spot Monitoring; Adaptive Cruise Control,26.1,3177.1,20638.19,4.2
HJV2ID0K,Q7,2014,Blue,Suzuki,Navigation System,10.9,3124.8,34106.98,4.1
293UVHZF,Prius,2021,Black,BMW,Adaptive Cruise Control,25.7,1744.8,55758.08,3.7
C4O607CG,Rav4,2012,Gray,Suzuki,Blind Spot Monitoring; Navigation System; Bluetooth; Adaptive Cruise Control; Lane Departure Warning; Leather Seats; Backup Camera; Sunroof,27.3,3228.6,29700.78,4.3
OEJV6E90,F-350,2019,Blue,Audi,Sunroof; Backup Camera; Premium Sound System; Bluetooth; Blind Spot Monitoring; Navigation System,13.2,4483.2,30769.81,3.3
45YVZS4C,Golf,2010,Black,BMW,Leather Seats; Premium Sound System; Navigation System; Sunroof; Adaptive Cruise Control; Lane Departure Warning; Bluetooth; Backup Camera; Blind Spot Monitoring,15.0,2744.3,63367.4,4.5
5DMRK7MP,X5,2017,Green,Chevrolet,Navigation System; Premium Sound System; Lane Departure Warning,27.1,4247.3,28771.24,3.9
VS3MDVLH,Avalon,2019,Silver,Audi,Blind Spot Monitoring,19.8,3416.5,57873.09,3.3
1LTT6MC4,Sportage,2018,Green,Chevrolet,Leather Seats; Blind Spot Monitoring; Backup Camera; Premium Sound System; Adaptive Cruise Control; Navigation System; Bluetooth; Sunroof,26.7,2982.9,65536.8,4.4
EHRQM01O,4Runner,2011,Green,Rolls-Royce,Premium Sound System; Blind Spot Monitoring; Bluetooth; Lane Departure Warning; Navigation System; Leather Seats; Sunroof; Backup Camera; Adaptive Cruise Control,18.3,2888.1,35410.0,4.8
L7FBFIVS,Fiesta,2015,Green,Chevrolet,Sunroof; Premium Sound System; Blind Spot Monitoring; Lane Departure Warning; Backup Camera; Navigation System,24.2,1883.0,49216.84,5.0
EXQJ2QX9,Golf,2013,White,Audi,Navigation System,23.7,1183.0,72135.88,4.6
CGAEKE9G,F-350,2012,Blue,Suzuki,Bluetooth; Lane Departure Warning; Premium Sound System; Backup Camera; Blind Spot Monitoring; Navigation System; Sunroof; Adaptive Cruise Control,27.9,2546.4,54703.34,3.8
YMWQOOXQ,Tiguan,2021,Black,Rolls-Royce,Lane Departure Warning; Backup Camera; Navigation System; Adaptive Cruise Control,22.6,3065.7,38004.99,3.2
V0F5TDHY,86,2015,Green,Mitsubishi,Bluetooth; Lane Departure Warning; Adaptive Cruise Control; Navigation System; Backup Camera; Blind Spot Monitoring; Sunroof; Leather Seats,12.4,4609.6,23460.62,4.6
HTAPN3K9,C-Class,2015,Blue,Suzuki,Blind Spot Monitoring; Bluetooth; Navigation System; Backup Camera,23.1,3773.8,78551.86,4.4
3N8JLCRO,Bronco,2019,Yellow,Audi,Blind Spot Monitoring,29.2,3349.2,48626.9,4.1
QV5NWY36,Accord,2016,White,Chevrolet,Premium Sound System; Navigation System; Adaptive Cruise Control; Sunroof,22.3,1421.2,52147.09,5.0
6MXT5N48,Compass,2016,Gray,BMW,Backup Camera; Adaptive Cruise Control,18.0,4141.6,30450.31,4.2
L1PEIIU3,WRX,2018,Blue,Rolls-Royce,Backup Camera; Adaptive Cruise Control; Lane Departure Warning; Navigation System; Premium Sound System,19.9,1526.0,38218.46,3.9
FANTL5A1,Ram 2500,2012,Red,Mitsubishi,Leather Seats; Lane Departure Warning; Blind Spot Monitoring; Adaptive Cruise Control; Bluetooth; Sunroof; Premium Sound System,28.5,4542.7,75653.98,4.1
Z03WRV1N,Fusion,2018,Silver,Suzuki,Sunroof; Bluetooth; Premium Sound System,13.0,1900.9,44027.88,4.3
1UW4AVL4,Insight,2017,Black,Chevrolet,Lane Departure Warning; Leather Seats; Bluetooth; Blind Spot Monitoring,20.9,4814.5,34942.74,4.2
JP5X3AVM,Grand Caravan,2019,White,Suzuki,Sunroof; Bluetooth; Leather Seats; Navigation System; Adaptive Cruise Control; Lane Departure Warning; Premium Sound System; Blind Spot Monitoring; Backup Camera,18.6,2445.3,54955.99,3.3
38B45FLS,Ascent,2014,Blue,Suzuki,Backup Camera; Premium Sound System; Leather Seats; Sunroof; Bluetooth; Lane Departure Warning; Adaptive Cruise Control; Blind Spot Monitoring; Navigation System,11.1,4495.8,47079.31,5.0
WN9HF6VV,Ram 2500,2019,Green,BMW,Navigation System; Premium Sound System; Blind Spot Monitoring; Adaptive Cruise Control; Leather Seats; Sunroof; Bluetooth; Backup Camera,11.6,4223.5,39567.92,4.3
YWUTBJTV,Atlas,2018,Black,Mitsubishi,Blind Spot Monitoring; Adaptive Cruise Control; Navigation System,13.3,1212.4,57237.07,3.8
ACC3TUWG,Explorer,2012,Green,Chevrolet,Backup Camera; Premium Sound System; Blind Spot Monitoring; Bluetooth; Navigation System; Sunroof; Lane Departure Warning; Adaptive Cruise Control; Leather Seats,15.1,1073.4,57956.47,4.4
5144KOJS,Ascent,2013,Red,Chevrolet,Leather Seats; Blind Spot Monitoring; Sunroof; Premium Sound System,28.9,1026.5,38021.8,4.1
RRQ2XP36,C-HR,2012,Silver,Suzuki,Bluetooth,19.4,3210.4,30062.1,3.1
ZQJ05P7L,Pacifica,2011,Blue,Chevrolet,Adaptive Cruise Control; Backup Camera; Leather Seats; Navigation System; Blind Spot Monitoring; Sunroof; Premium Sound System; Bluetooth; Lane Departure Warning,24.2,4803.6,67813.0,4.2
TDI5KNSI,Renegade,2018,White,Rolls-Royce,Lane Departure Warning; Sunroof; Premium Sound System; Leather Seats; Navigation System; Bluetooth; Blind Spot Monitoring; Backup Camera,19.6,3243.4,65412.5,3.3
G8KNFHDW,Grand Cherokee,2018,Green,Suzuki,Lane Departure Warning; Premium Sound System,18.1,2867.6,43845.82,3.1
IG5DQ0X2,Sienna,2016,Gray,Chevrolet,Leather Seats,23.0,1982.9,41184.58,3.5
6VG827X7,F-150,2016,Gray,Suzuki,Bluetooth; Leather Seats; Lane Departure Warning; Sunroof; Navigation System; Blind Spot Monitoring; Adaptive Cruise Control,21.4,2853.7,58503.74,4.3
9FO812JH,5 Series,2013,Blue,Audi,Adaptive Cruise Control; Blind Spot Monitoring; Leather Seats; Premium Sound System,19.1,3031.3,55206.18,4.3
OAMROGU1,Durango,2018,Black,Rolls-Royce,Sunroof; Navigation System; Backup Camera; Adaptive Cruise Control,15.7,4867.0,32931.66,3.3
S86O5JHU,Atlas,2016,White,Suzuki,Leather Seats,16.6,2427.8,51236.68,3.8
MM61EXVQ,Highlander,2019,Black,Audi,Bluetooth; Leather Seats; Premium Sound System; Blind Spot Monitoring; Backup Camera,19.7,3819.5,37305.86,4.1
J8JBQU5M,RAV4,2013,Red,Audi,Sunroof; Navigation System; Premium Sound System; Blind Spot Monitoring; Backup Camera; Lane Departure Warning,12.4,4397.5,53807.25,3.4
JUONZZ45,Tacoma,2013,Orange,Suzuki,Navigation System; Premium Sound System; Leather Seats; Adaptive Cruise Control,20.3,2979.5,40688.31,4.7
HAA2QZ5M,Odyssey,2020,Yellow,Audi,Sunroof; Adaptive Cruise Control,16.1,2057.6,40050.26,3.2
92V4VHAI,Forester,2021,Gray,Rolls-Royce,Adaptive Cruise Control; Sunroof; Backup Camera; Navigation System,18.9,4337.1,52317.65,4.8
2WYOI6DZ,Stinger,2012,Silver,BMW,Lane Departure Warning; Sunroof,29.3,4256.7,76345.74,3.8
IQYSWXVY,HR-V,2016,Red,Suzuki,Premium Sound System; Sunroof,25.4,4376.1,78230.56,3.4
86JLNKAS,Ram 2500,2016,Blue,Audi,Adaptive Cruise Control,27.7,2039.2,50745.63,4.1
VX44DRZC,Legacy,2020,Silver,Suzuki,Navigation System; Adaptive Cruise Control; Sunroof; Lane Departure Warning; Premium Sound System; Backup Camera; Blind Spot Monitoring,20.3,2115.1,46134.15,3.3
NDFLU1VE,Silverado,2017,Blue,Audi,Lane Departure Warning; Premium Sound System; Backup Camera; Sunroof; Leather Seats; Adaptive Cruise Control; Blind Spot Monitoring,15.6,2124.2,60282.2,3.6
TYNYAD3C,Ascent,2015,Yellow,Suzuki,Bluetooth,27.1,4306.8,56354.47,3.5
037KRYAO,Fit,2017,Red,Chevrolet,Bluetooth; Navigation System; Adaptive Cruise Control; Blind Spot Monitoring; Premium Sound System; Backup Camera,28.6,2092.4,69723.43,5.0
46WNG4QO,Tiguan,2016,Orange,Suzuki,Sunroof; Navigation System; Backup Camera,27.0,2953.1,75347.1,5.0
AZOT1VXH,Camry,2012,Yellow,Suzuki,Blind Spot Monitoring; Premium Sound System; Backup Camera; Bluetooth; Sunroof; Lane Departure Warning; Adaptive Cruise Control; Leather Seats; Navigation System,23.4,3663.8,76865.06,3.6
ECM191Q4,GLE,2013,Orange,BMW,Leather Seats; Sunroof; Bluetooth; Navigation System; Blind Spot Monitoring; Premium Sound System; Lane Departure Warning,20.5,2820.3,47286.69,4.2
AJL7M8Q2,Prius,2021,Black,Audi,Lane Departure Warning; Premium Sound System; Sunroof; Leather Seats; Blind Spot Monitoring; Bluetooth; Navigation System; Backup Camera; Adaptive Cruise Control,27.9,2463.0,20255.69,4.6
TOW0W91B,Focus,2019,Orange,Audi,Lane Departure Warning; Leather Seats; Navigation System,21.2,2733.7,77283.79,4.6
KIPS6EF5,Pilot,2014,Yellow,Chevrolet,Adaptive Cruise Control; Navigation System; Backup Camera; Leather Seats; Premium Sound System; Blind Spot Monitoring; Bluetooth; Sunroof,10.1,1371.4,42903.56,4.2
3PCFY5E5,Golf,2020,Blue,Suzuki,Premium Sound System,28.4,1076.3,67214.86,4.4
PXW1GQ3N,Forester,2020,Black,Audi,Bluetooth; Backup Camera; Premium Sound System,25.9,3870.8,24698.39,4.0
1TUL9PEJ,Fiesta,2013,Silver,Chevrolet,Premium Sound System,11.4,4665.3,50992.91,3.4
IFE56KT8,Fit,2014,White,Rolls-Royce,Sunroof; Bluetooth; Navigation System,26.2,4321.5,31040.43,4.3
YXPQ2Z3W,Gladiator,2013,Gray,Suzuki,Sunroof,29.2,1678.4,21457.95,3.9
XZ5QAU61,WRX,2016,Orange,BMW,Premium Sound System; Adaptive Cruise Control,15.5,1871.5,48568.03,4.1
OJMW4O84,A6,2014,Yellow,Suzuki,Leather Seats; Backup Camera; Bluetooth; Sunroof; Navigation System; Adaptive Cruise Control; Lane Departure Warning,19.0,1346.3,35522.53,4.8
Z6K5C1IF,Ridgeline,2019,Red,BMW,Blind Spot Monitoring; Leather Seats; Backup Camera,26.1,2234.4,38302.09,4.3
RCCHVLWG,Ascent,2013,Green,Chevrolet,Sunroof; Lane Departure Warning; Premium Sound System; Navigation System; Backup Camera; Blind Spot Monitoring; Adaptive Cruise Control; Bluetooth; Leather Seats,13.1,1521.5,33531.52,3.5
UF2L7BZ0,Maxima,2017,Gray,Rolls-Royce,Bluetooth; Adaptive Cruise Control; Premium Sound System; Navigation System; Blind Spot Monitoring; Leather Seats; Lane Departure Warning; Backup Camera,27.4,1581.6,21714.61,3.2
YEW8PLWX,Silverado,2017,Orange,BMW,Lane Departure Warning; Premium Sound System; Leather Seats; Blind Spot Monitoring; Bluetooth; Adaptive Cruise Control; Navigation System; Backup Camera,19.7,4534.8,65897.59,4.0
V98LN7MW,Sportage,2012,Orange,BMW,Backup Camera; Adaptive Cruise Control; Lane Departure Warning; Navigation System; Leather Seats; Bluetooth; Sunroof; Blind Spot Monitoring; Premium Sound System,12.0,2065.9,49704.81,4.7
B09239SS,A4,2018,White,Mitsubishi,Adaptive Cruise Control; Navigation System; Leather Seats; Bluetooth,16.7,3367.6,61276.89,4.0
YN0U05IN,GLC,2013,Silver,Rolls-Royce,Navigation System; Premium Sound System; Bluetooth; Blind Spot Monitoring; Leather Seats; Adaptive Cruise Control; Lane Departure Warning; Sunroof,23.3,3808.0,24970.07,4.9
C3GAFSQG,Explorer,2016,Yellow,Chevrolet,Lane Departure Warning; Adaptive Cruise Control,29.4,3764.4,55471.45,4.6
J98GW0IB,Impreza,2012,White,Suzuki,Lane Departure Warning; Backup Camera; Adaptive Cruise Control; Navigation System,17.0,1328.6,45277.8,4.0
2ND0V1G6,Ram 1500,2011,Gray,Audi,Backup Camera; Bluetooth,13.4,3539.0,48878.71,4.0
42O4LVO6,Compass,2021,Silver,Rolls-Royce,Backup Camera; Sunroof; Blind Spot Monitoring; Leather Seats; Premium Sound System; Adaptive Cruise Control; Navigation System; Lane Departure Warning; Bluetooth,11.3,2355.5,63159.74,4.3
L1PKMPAR,Highlander,2015,Silver,Rolls-Royce,Sunroof,29.0,3256.1,38920.83,3.6
T5NM1R0K,Altima,2017,Red,Mitsubishi,Lane Departure Warning; Premium Sound System; Navigation System; Adaptive Cruise Control; Sunroof,19.9,1114.9,51920.67,3.5
OFMXJGFX,Grand Caravan,2012,Red,Rolls-Royce,Navigation System; Leather Seats; Lane Departure Warning; Adaptive Cruise Control,30.0,1436.6,53652.25,4.3
YD46R4EU,Q5,2020,Silver,BMW,Adaptive Cruise Control; Blind Spot Monitoring; Lane Departure Warning; Bluetooth; Sunroof,27.6,4204.6,62419.3,3.4
6K0KQK71,Pilot,2015,Red,Mitsubishi,Premium Sound System; Adaptive Cruise Control; Navigation System; Backup Camera,26.1,3139.2,69781.14,4.1
ICD3HNZA,Yaris,2015,Orange,Chevrolet,Blind Spot Monitoring; Adaptive Cruise Control; Navigation System,10.3,4238.2,68749.1,4.5
BLAIB8SY,F-150,2020,Orange,Mitsubishi,Adaptive Cruise Control; Lane Departure Warning; Backup Camera; Bluetooth; Blind Spot Monitoring; Leather Seats,25.9,1491.9,30637.49,4.8
Q30DM72C,Renegade,2010,Yellow,Chevrolet,Bluetooth; Adaptive Cruise Control; Leather Seats; Premium Sound System; Blind Spot Monitoring; Backup Camera; Sunroof; Navigation System; Lane Departure Warning,24.8,3387.8,68539.18,3.7
0BW5D9W9,Fusion,2022,Black,Suzuki,Premium Sound System; Navigation System; Bluetooth; Adaptive Cruise Control; Blind Spot Monitoring; Lane Departure Warning; Leather Seats; Backup Camera; Sunroof,16.6,2177.6,53212.43,4.7
DG2L4FY6,HR-V,2020,Green,Chevrolet,Bluetooth; Premium Sound System,28.8,3560.3,56766.33,5.0
XNE3Q8ZV,Passat,2020,Blue,Mitsubishi,Leather Seats; Blind Spot Monitoring; Bluetooth; Adaptive Cruise Control; Navigation System,23.2,1678.4,49442.11,4.8
JEAS9YZ0,Golf,2020,White,BMW,Premium Sound System; Adaptive Cruise Control; Navigation System; Backup Camera; Blind Spot Monitoring; Leather Seats; Lane Departure Warning; Bluetooth,14.3,3832.1,43771.3,3.9
JHO7JJK9,Yaris,2010,Black,Chevrolet,Blind Spot Monitoring; Leather Seats; Sunroof; Lane Departure Warning; Adaptive Cruise Control,18.5,4006.3,29139.58,3.2
2WA6HT4T,Beetle,2020,Green,Chevrolet,Backup Camera; Blind Spot Monitoring; Sunroof; Navigation System; Bluetooth,14.3,2356.4,73106.8,4.0
VHMEPZCH,Odyssey,2022,Gray,BMW,Lane Departure Warning; Blind Spot Monitoring; Backup Camera; Adaptive Cruise Control,15.0,2046.1,75280.48,4.6
FIP5JVKE,Civic,2015,Blue,Rolls-Royce,Sunroof; Lane Departure Warning; Blind Spot Monitoring; Adaptive Cruise Control; Bluetooth; Leather Seats; Backup Camera; Premium Sound System,18.0,3959.0,42523.76,3.7
ILXSGFNO,Renegade,2018,Gray,Audi,Navigation System,27.7,2741.5,41436.28,3.1
55FQD666,A4,2011,White,Rolls-Royce,Navigation System; Sunroof; Blind Spot Monitoring; Backup Camera; Bluetooth,10.1,3727.4,22994.23,3.4
KH31ZU7Q,X3,2016,Orange,Mitsubishi,Leather Seats; Sunroof; Premium Sound System; Blind Spot Monitoring,19.5,2331.8,28094.5,4.7
MI5HD6H1,Model S,2014,White,Chevrolet,Blind Spot Monitoring,15.9,2355.6,53051.65,3.4
Q48I7KSI,E-Class,2020,Orange,Audi,Backup Camera; Blind Spot Monitoring; Navigation System; Leather Seats,15.3,1523.0,35183.83,3.8
9Z7PMXCH,Touareg,2019,Green,BMW,Backup Camera; Blind Spot Monitoring; Navigation System; Bluetooth; Lane Departure Warning; Premium Sound System; Adaptive Cruise Control; Leather Seats,18.2,4904.2,73684.89,3.3
RWBE6X7O,Sienna,2016,Gray,Suzuki,Navigation System; Bluetooth; Lane Departure Warning; Blind Spot Monitoring; Leather Seats,18.2,3004.5,54398.93,4.7
